label,data
0,Big shoes to fill at eBay
0,Pope appeals for respectful Sundays
1,"Four Musicians Played ""Rock Band""  For The First Time And Here's What Happened"
0,New Band Aid music video is launched
0,CanadaVOTES: NDP candidate Don Davies running in Vancouver Kingsway
1,These 17 Inappropriate Pumpkins Will Make You Feel Things
1,"No Additional Episodes Of ""Making A Murderer"" Have Been Made Yet"
1,Can You Tell Who These Model's Famous Parents Are
0,Local government officials confiscate London ice cream made from human breast milk for health reasons
1,23 Things Everyone With A Penis Needs To Know
1,18 Things That Happen When Your Best Friend Comes Into Town
1,This Woman Is 110 Years Old Today And She Has Had ENOUGH
1,"Creed Is ""Rocky"" Without The Racial Insecurity"
0,Venezuela's president nationalizes more private companies
1,16 Of The Greatest Audience Reactions From The 2015 Emmys
0,Chrysler Franchisees Make Case Against Closings
1,"How Well Do You Know Kristen Wiig's ""SNL"" Characters"
0,"In Peacekeeping, a Muddling of the Mission"
0,US government stops Haiti evacuations
0,DirecTV Owner Said to Seek Deal for Sirius XM
0,The INADI and Wikimedia Argentina sign an agreement of cooperation
1,Do You Remember These WWF Tag Teams From Your Childhood
0,A Struggle Out of the 2nd Round for Federer
0,Russian novelist Aleksandr Solzhenitsyn dies aged 89
1,Which Social Network Should You Be Using Based On Your Mood
0,Wife of missing soldier receives green card
1,What Crazy Bullshit Will Donald Trump Say Next
1,Malin Akerman Plays The World's Hardest Game Of  Would You Rather
0,Outcry Erupts Over Reports That Israel Used Phosphorus Arms on Gazans
1,Where The Hell Is The Redhead Emoji
1,We Know Your Zodiac Sign Based On Which Tissue Box You Choose
0,Shea Rests in Pieces as Last Section Is Torn Down
1,Can You Identify The Ariana Grande Music Video By Its Screencap
1,What Movie Do You Use To Prove You Have Good Taste
1,"Everything You Need To Know About The Upcoming Season Of ""The Outs"""
0,India's Jet Airways posts biggest quarterly loss in three years
1,Aziz Ansari's Instagram Post About His Dad Will Make You Cry
1,"This A Cappella Cover Of ""Pretty Hurts"" Will Make Your Heart Ache In All The Right Ways"
1,Celebrity Names According To Justin Bieber
1,Can We Guess Your Secret Sexual Desire Based On Your Favourite Emoji
0,Weir Versus Lysacek Highlights U.S. Figure Skating Championships
1,26 Tweets That Are WAY Too Real For Any Indian
1,"Eddie Redmayne Said Filming ""Fantastic Beasts"" Was The Most Wonderful Experience"
1,19 Ridiculously Funny Church Signs
1,"Rihanna And Drake Are So Cute In The ""Work"" Video It Hurts"
0,Florida Keys evacuated in preparation for Rita
0,H5N1 hits Britain
0,KBC Gets More Aid From Belgian Government
1,7 Facts About History That Will Blow Your Mind
0,"Television appeal for 1984 murder in Bath, England"
0,Israeli Army begins forced evacuation of Gaza settlements
1,The Donald Trump Vs. Bernie Sanders Debate You Might Not Ever Get To See
0,Russia Reopens Case of Murdered Journalist
0,Golfer Tiger Woods injured in car crash
0,Mortar raid kills 15 in Somalia
0,"After Change in Federal Policy, Some States Take Steps to Limit Stem Cell Research"
0,"Bankruptcy Is a Possibility for Opel, Official Says"
0,Australian Dollar reaches a 27 year high
1,"Poll: Which Is Better, ""Harry Potter"" Or ""Game Of Thrones"""
1,For Everyone Who Is Slightly Obsessed With Texas Roadhouse Bread
0,Australian Senator arrives at Parliament dressed as a beer bottle
1,Which BuzzFeed Section Are You
1,A Mom's Shocking Facebook Photo Shows Why You Should Be Wary Of People Kissing Your Baby
0,"At least one dead, eighteen injured after grenade attacks in Rwanda"
1,21 Beautiful Wedding Desserts That Are Better Than Traditional Cake
1,17 Absolutely Perfect Pickup Lines For Whiskey Drinkers
0,Sudan adopts new currency
1,26 Tweets That Catholics Will Find Sinfully Funny
1,You Never Have To Buy Salad Dressing Again
0,Ocean: An Illustrated Atlas Maps the Sea and Its Mysteries
1,"Do You Remember These Details From The First Episode Of ""Gilmore Girls"""
0,Tarja Turunen to perform at Doro Pesch's 25th anniversary concert and record duets with her
0,Chelsea signs Essien for £26 million
1,A Man Allegedly Threw Semen At This Woman While She Was On Her Way To Work
0,Alleged rapist files charges against victim in Sweden on HIV infection grounds
1,42 Dogs Who Found Their Forever Homes In 2015
1,22 Things You'll Only Understand If You've Been On Holiday With Your Mum
1,We Know Your S.O.'s Zodiac Sign Based On Your Favourite Things
1,"A Full Breakdown Of The Long Feud Involving Amber Rose, Kanye West, And The Kardashians"
0,"'Invitational Games for the Deaf, Taipei 2008' Day 2 features martial art events"
1,We Know How You Feel About Astrology Based On Your Sign
1,Where Is The Best Taco You've Ever Had In Your Life
1,"7 Essays To Read: Volunteering At An Abortion Clinic, Patriarchy, And Stupid Questions"
0,Sitting Pretty at Rio Tinto
0,"Earthquake south of Medan, Indonesia"
1,People Confess Their Love For Pizza
0,Roddick Sculptures Another Win in Paris
0,NASCAR: Jamie McMurray wins 2010 Bank of America 500
1,This Pizza Ring Is The Party Food You Deserve
0,U.S. Says It Shot Down Iranian Drone in Iraq
1,18 Unbelievably Rude Texts Only Your Dog Would Send You
1,18 Dating Stories That Will Make You Want To Ask Out Your Crush
1,"What Hogwarts Houses Are The Characters Of ""The Hunger Games"" In"
1,This Sephora Minnie Mouse Collection Is Every Disney Lover's Dream Come True
0,Nazi Guard Deported to Austria
1,14 DIY Canopies You Need To Make For Your Bedroom
0,UK car crash in Leicestershire kills six
0,The Many Sources Governing Warfare
1,The Cookie Heist
1,OK Go's Latest Zero-Gravity Music Video Is Absolutely Bonkers
1,Should You Be An Actor Or A Singer
1,These Grandmas Played Recent College Grads In Flip Cup And It's Everything
0,"'Suspicious package' causes closure of busy street in Buffalo, New York"
1,There Was A CorgiCon In San Francisco And It Was Great
0,Canada's leadership debate: the Green Party will take part
0,Judges Plead Guilty in Scheme to Jail Youths for Profit
0,"Cuba Eliminates Mexico, 7-4, at Classic"
0,Ingredient Costs Push Profit Lower at General Mills
1,We Know Which 2016 Presidential Candidate You Find Sexiest Based On Your Birth Month
1,Disney Princesses As Damn Rocks
1,Can We Guess If You're In Love
0,Pakistan Claims More Gains Against Taliban
1,Which Avenger Are You Most Like Based On Your Zodiac Sign
0,Deadly forest fire in Spain claims lives of firefighters
1,32 Jaw-Dropping Halloween Makeup Ideas
0,Australian Prime Minister denies striking a deal with predecessor
1,Who Said It: Donald Trump Or Jack Donaghy
1,36 Regular People Who Look So Much Like Celebs It's Crazy
0,Wikileaks cable disclosure shows Arab fears of Iranian ambitions
0,WebMD and HLTH Plan to Merge
0,"Pedestrian, three others killed in helicopter crash in British Columbia"
0,Two Egyptian peacekeepers killed in Darfur by gunmen
1,"17 Emotions Every Canadian Knows, As Told By Carly Rae Jepsen"
1,This Is What Halloween Looks Like Around The World
1,Can You Guess The Early '00s Song From The Lyric
1,What Is It Really Like To Be In A Long-Distance Marriage
1,Did Rihanna And Drake Just Shoot A Music Video For Her New Album
0,2005 National Conference in the Norwegian Socialist Left Party
1,16 Cookie Sandwiches That Will Change The Way You Eat Dessert
0,Tropical storm Otto moves into central Atlantic
0,"Brazil wins FIFA Confederations Cup final, defeats USA 3–2"
0,Japan announces moon program
0,Swine flu outbreaks appear globally; WHO raises pandemic alert level to 5
1,This Adorable Polar Bear Cub Just Discovered Snow
1,What Are You Tired Of Hearing At Thanksgiving
1,If Marvel Superheroes Had Kids
1,Star Wars Fans Will Start Hyperventilating Over These Amazing Shoes
1,Here's What Your Favorite '90s Toys Look Like Today
1,15 Weird Things Celebrities Looked Like At The MTV EMAs
1,Do You Know Your GF By Touch
1,A Guy Made A Joke About His Car's Tape Player Being For His iPhone And Now The Internet Is Mocking Him
1,"Sorry America, But ""Harry Potter And The Sorcerer's Stone"" Is Wrong"
0,"In Tough Times, a Debt Collector Sees the Pain"
1,Can You Kiss The Right Guy On New Year's Eve
1,Why Umbrellas Are Just The Worst
1,"This Couple's ""Half & Half"" Photos Help Them Share Their Lives In Spite Of Distance"
1,22 Things That Would Be Different If Disneyland Were In Canada
0,Higher Oil Prices Help Widen U.S. Trade Deficit
0,Somali pirates hijack Indonesian tugboat and Turkish container ship
0,"Apple to hold media event on September 1, may update iPods and Apple TV"
1,"This TBT Of Taylor Swift Will Make You Go ""Awww"""
0,"In a First, U.S. Provides Pakistan With Drone Data"
1,Stone Cold Steve Austin Tries Fancy Cocktails For The First Time
0,BASF makes $4.9 billion hostile bid for Engelhard
1,15 Animals That'll Restore Your Faith In This World
1,28 Delightful Free Phone Wallpapers That'll Make You Smile
1,"24 Times ""Arrested Development"" Perfectly Described Finals Week"
1,How Many Food Court Places Have You Eaten At
0,Southern and American Electric Quit  Coal Project
1,21 Tweets That Prove Your Brain Can Be A Real Dick Sometimes
1,Sikhs Working With Syrian Refugees Say They Keep Being Mistaken For ISIS Members
0,Pelfrey and Mets Take Advantage of Sloppy Nationals
1,21 Adorable Red Panda Products You Need In Your Life
0,65th human bird flu case reported In Egypt
0,VW Cancels Meeting on Porsche Merger
0,Juventus Putting Pressure on Inter in Serie A
0,Israel Hopes to Finish Troop Withdrawal by Tuesday
1,23 Cocktails That Will Make You Forget About Booze
1,Niall Horan's New Glasses Are Causing Everyone To Lose Their Damn Minds
1,We Know Where You'll Meet Your Soulmate Based On This One Question
1,The Disco Ball Is Having A Moment And There's Nothing You Can Do About It
0,Home Secretary says about 30 major conspiracies threaten UK this Christmas
0,Six Afghan civilians killed after explosion near US military base
1,This Kid's Demonstration Of Perfect Pitch Will Blow You Away
1,24 Breathtaking Spots You Need To Visit In Western Australia
1,19 Bookish Valentine's Day Gifts Every Literature Lover Will Appreciate
1,12 Jimmy Fallon Impressions That'll Make You Actually Believe He Is Someone Else
1,19 Valentine's Day Sweets Guaranteed To Get You Kissed
1,11 Incredibly Cool Places Where You Should Totally Have A Star Wars Staycation
0,North Korean military detains two American journalists
1,"Who Do You Think The ""Scream Queens"" Red Devil Is"
1,Proof That National Treasure Shia LaBeouf Transcended In 2015
1,29 Incredible Cakes For The Drake Fan In All Of Us
1,The One Thing You Probably Didn't Notice About Gaga At The Golden Globes
1,13 Gifts You Hated As A Kid But Totally Want Now
0,Navy Secretary Nominee Drew Notice Over Divorce
0,Former UK Law Lord urges de-proscription of Iranian opposition group MEK
1,"Martin Scorsese's Impression Of Robert De Niro In ""Goodfellas"" Is Perfect"
0,Gilchrist scores second fastest Test century
0,Magnitude 7.7 earthquake strikes off Indonesia coast
1,"Who Would You Leave ""Bachelor In Paradise"" With Based On Your Zodiac Sign"
0,Open software developers meet at FOSDEM 2008
0,CIA contractor released from Pakistan
1,"Can You Match The Quote To The ""Grey's Anatomy"" Character"
0,Fern Britton may appear on BBC's Strictly Come Dancing
1,14 Curly Hair Tips That Actually Work IRL
0,"Horse racing in NSW, Queensland cancelled indefinitely"
1,21 Things All Vegetarian Couples Just Get
1,"Grimes On Her New Album And The Heartbreaking Inspiration Behind ""Oblivion"""
1,This One Question Will Tell You What People Love About You
1,Surprising Beauty Hacks Using Coffee Grounds
1,20 Things That Happen When You're Out With The Squad
1,"This Movie Could Be The Next ""The Room"""
1,"A Pug And A Frenchie Recreated ""Lady And The Tramp"" And It Was Beautiful"
0,Small aircraft crashes into building in New York City
1,21 Pictures That Will Make Every Dad Angry
1,For Everyone Who Needs To Actually Get Shit Done Today
0,Chinese astronaut walks in space
0,Critic of Chechen President Is Killed in Exile in Vienna
0,Pittsburgh Dominates San Diego to Reach A.F.C. Title Game
0,Blackwater mercenaries used in New Orleans
1,Reminder: Before Donald Trump Ran For President He Would Randomly Tweet About Celebrities
1,"Joseph Gordon-Levitt Spectacularly Re-Creates Janet Jackson's ""Rhythm Nation"" Dance"
0,Civil Lawsuits Over Collapse of Utah Mine Are Settled
1,21 Legit Cool Things Star Wars Fans Will Actually Want In Their Homes
1,What Does Your Hair Say About You
0,"Shooting at school leaves one dead in Tennessee, United States"
0,FBI says Jennifer Hudson's nephew found dead
0,The Finnish Social Democrats elect a new leader
0,Libya blocks access to Internet
1,13 Must-Have High Street Products For Natural Hair
1,15 Times Donald Trump Was Anyone Who's Ever Thrown Up
1,8 Ways To Live Longer
1,This Video Will Make You Think Twice About Wearing A Headdress To Coachella
1,27 Gifts Every Book Lover Should Ask For This Year
1,This Ad Just Might Feature The Cutest Use Of Spanglish Ever
0,Families Play Important Part in Life on Rodeo Circuit
0,"Rights Clash on YouTube, and Videos Vanish"
0,Heavy rain causes flooding across the UK
0,Bank of America Accused in Ponzi Lawsuit
0,Same-Sex Ruling Belies the Staid Image of Iowa
0,"Earthquake hits Turkey, hundreds reported dead"
0,Evo Morales hoaxed by a Spanish Church-owned radio station
1,Here's A Weeknight Pasta That You Can Make In 20 Minutes
0,France calls on Libyan leader to step down
1,Please Drop Everything And Tell Us Whether You're A Morning Person Or A Night Owl
1,Everything You Need To Know About Lush's Bath Bomb Factory
1,What People Who Go To Therapy Want You To Know
0,"Powerful earthquake rocks southern Japan, tsunami warnings issued"
0,US Airways jet makes emergency landing in river by New York City
0,North Korean leader Kim Jong-il 'has cancer'
1,The Soup Cancelled After 22-Year Run
1,"After Receiving 137 Rejections From Publishers, This Poet Became A Tumblr And Instagram Star"
1,12 Ways You Can Instagram Like Lauren Conrad
0,Natural gas odor permeates New York and Jersey Cities
1,Can You Match These Iconic Foods To Their Home States
1,This Behind The Scenes Footage Of Ted Cruz's Campaign Is So Brilliantly Awkward
1,Here's What Ariana Grande's New Song Really Means
1,19 Healthy Drinks Your Bartender Won't Hate You For Ordering
1,53 Things That Mildly Thrill British People
1,These People Go On A Bar Crawl To Find The Best Nachos In LA
0,"Quarterly Earnings Fall at Staples, as Sales Grow 19%"
0,"Woman torches own house, attempting to kill spiders"
0,3000 homeless after fire breaks out in Chad refugee camp
0,Suncor makes bid to take over Petro-Canada
0,"In Downturn, Marketers Still Rely on New Products"
1,Kristen Wiig Pretending To Be Peyton Manning Is Just Too Much
0,The Incredible Shrinking Baseball Player
1,Which Non-Prince Disney Guy Is Your Soulmate
1,Can You Pass This Sunday School Test For Children
1,Meet The Brownies That Put All Other Brownies To Shame
1,Instagram Star Reveals The Truth Behind Her Photos
1,This 87-Year-Old Granny Gives Zero Fucks And She Is Everyone's Idol
0,Sectarian Tension Takes Volatile Form in Bahrain
0,"Blogger attacks Amazon ""One-Click"" patent"
0,Fourteen dead in two attacks in Somalia
0,Federal government begins employing strategies to repair New Orleans
0,Bill to Ease Rules on Development Divides Floridians
0,Air Canada to lay off over a thousand machinists
0,Toyota to recall Sienna minivan in North America
1,"People Are Dyeing Their Hair ""Pumpkin Spice"" Now"
1,1 Trip To Trader Joe's + $20 = 5 Easy Vegan Dinners
1,This Incredible Social Experiment Reveals The Many Ways India Is Keeping Its Women In The Dark
0,Apple Said to Be in Talks to Sell IPhone for Verizon
0,Karzai Urges Taliban to Cast Votes
1,21 Delicious Cookie Recipes To Make This Fall
1,"OMFG, The Backstreet Boys And Spice Girls Might Be Touring Together"
1,13 Cocktails That'll Knock Santa's Boots Off
1,This Two-Legged Kitten Recovered From Starvation And Now Has His Own Tiny Wheelchair
0,South African cricket team in Zimbabwe 2007 - 1st ODI
1,21 Things Only People Dating Hockey Players Will Get
1,"FYI, ABC Just Released An Eight-Minute Clip Of Priyanka Chopra Starrer ""Quantico"""
1,The 14 Worst Things People Have Put In Their Mouths
1,You've Been Making Your Thanksgiving Turkey The Wrong Way Your Whole Life
1,This Is What It's Like To Have Hypochondria
0,New Zealand study finds correlation between church attendance and adolescent obesity
0,Breaking Down the N.C.A.A. Tournament Upset
0,"Oldest user of Twitter, Ivy Bean, dies at 104"
0,2006 Olympic Winter Games open in Italy
1,This Might Be The Best Sweater For Breastfeeding Moms
1,8 Songs That Will Make You See Kesha In A New Light
1,20 Celebrities Who Made A Difference In 2015
1,These Americans Failed Adorably At Trying To Figure Out Terms Used In Cricket
1,Here's How To Actually Detox After Eating All The Things
0,Ball State Upsets Tennessee in First Round
0,'Greatest parade' in Pichilemu commemorates First Junta of Chile
0,Istanbul named European Capital of Culture for 2010
0,FDA Rules on Drug Ads Sow Confusion on Web
1,"In A Perfect World, Who Would Win At The Grammys This Year"
1,Lady Gaga's Old Apartment Is For Rent
0,High definition anti-piracy DRM possibly hacked
0,Race Is on for Florida Governorship
0,Foot-and-mouth source confirmed as research laboratory
0,New study claims Stonehenge was a place of healing
1,18 Moments Absolutely Everyone's Experienced In Class
0,"Keeping Jobless Rules Intact, Florida Declines Stimulus Money"
1,23 People Who Completely Get Your Makeup Struggles
1,Here's A Much Better Idea Than Issuing Rules For Female College Students
1,"The First Trailer For ""The BFG"" Is Positively Magical"
1,Here's Why Your Body Jerks Awake When You're Falling Asleep
1,22 Reasons Giraffes Are The Greatest
1,15 Music Videos That Helped You Discover You Were Totally Into Girls
1,11 Gifts Only A True Psychopath Would Ever Give
1,Elle May Have Just Changed The Women's Magazine Game With Its February Covers
1,This Couple Used Their Wedding Day To Promote Random Acts Of Kindness
1,17 Weird Pizza Crusts That Are Actually Brilliant
0,Unexpected Jump in Home Sales in February
1,"Michelle Gomez Took Our ""Which Doctor Are You"" Quiz"
1,Here's 12 Awkward Christmas Gift Stories
0,Eight killed by flooding in Fiji
0,Chinese yuan revalued against dollar
1,12 Reasons That Will Make You Want To Follow BuzzFeed On Steller
0,Clinton Delivers Rebuke to Pakistan
0,"Afghans, From Hospital Beds, Dispute U.S. Account of Raid"
1,People Try Suicide Sprints For The First Time
1,"Dude, Here's How To Make Your Clothes Last Longer"
1,How Do You Really Feel About Letters
1,19 Products Every Single Girl Should Buy Themselves
0,"Brazilian surfer wins world championship in Pichilemu, Chile"
0,Alaska Supreme Court rules in Senate election challenge
0,One Dies and 16 Are Missing in Copter Crash Off Newfoundland
1,"I'm Not Antisocial, I Just Want To Be Alone"
0,UK Christian group plans to highlight concerns about new law by using it to ban the Qur'an
1,This Freestyle Crossword Is For Everyone Who Loves Pop Culture
0,Suicide bombers close Pakistani schools
1,29 Giant Versions Of Your Favorite Foods You Can Make Yourself
0,Felipe Massa wins 2008 Bahrain Grand Prix
0,Tour de France: Alberto Contador wins stage 14
1,19 Kids Who Will Grow Up To Change The World
0,Nobel Peace Prize awarded to Kenyan environmental activist
1,The Ultimate Guide To Getting Published In A Literary Magazine
0,Australian rules football: 2010 Gippsland Football League round 2 - Traralgon v Wonthaggi
0,Champions League round of sixteen—first leg results
1,"50 Things You Probably Didn't Know About ""Love Actually"""
1,How Well Do You Know Spanglish From Spanish
1,21 Things Everyone With A Vagina Should Know About Kegels
1,Don't Fall Victim To The Adele Placebo Effect
0,"Medical helicopter crashes in Tucson, Arizona, kills all on board"
1,19 Tweets That'll Make You Wonder If Anyone Actually Got Adele Tickets
1,"Tom Brady Has Never Tried Coffee Before In His Life, Just Because"
0,Italian officials found guilty of abusing G8 protestors
1,"Inside London's Bone Archive, Where The Dead We Dig Up Go To Live"
0,Denmark blames al-Qaeda for embassy bombing
1,25 Products For Your Kitchen That Are Actually Worth Spending Your Money On
0,Xbox 360 shortages expected on debut day in Europe
0,Pakistan and Taliban Appear Near Deal
0,Nigeria swears in new president after death of Umaru Yar'Adua
1,13 Insanely Easy Three-Ingredient Desserts
0,Benfica sacks head coach after first match of the season
1,This Woman Does Yoga With Her Pet Goat And It's Almost Too Cute
1,29 Of The Most Ridiculous Ways People Injured Themselves As Kids
0,What Next for a French Meteor?
1,7 Simple Ways To Make This Week A Little Less Shitty
0,"Seven Years Later, Mickelson Remains a Man of the People"
1,"Black Widow And The Hulk Are Adorable In This ""LEGO Marvel's Avengers"" Cutscene"
1,23 Incredibly Thoughtful Gifts Everyone Will Want
0,"Ex-President of South Korea, Roh, Dies in Hiking Fall"
0,Afghan presidential candidate Abdullah withdraws from elections
1,A Zoo Has Just Allowed These Tiny Meerkat Pup's Outside For The First Time
0,Oakland Seeking Answers in Police Killings
1,These Time-Lapse Videos Show How Much The Kardashians Have Changed
1,How Many Of These Defunct English Football Grounds Have You Been To
0,STS-116 launch scrubbed
0,Smartphone From Dell? Just Maybe
1,17 Too Real Things For Perpetually Late People
1,Which Footballer Should You Marry Based On Your Favorite Action Star
1,"Are You More ""In The Heights"" Or ""Hamilton"""
0,Undercover investigation into protests planned for July's G8 summit
1,John Cena And His Giant Hands Play With A Tiny Tortoise
0,Rape and murder suspects in Ciudad Juárez arrested
0,Obama announces choice for Secretary of Housing
1,We Know What Kind Of Man Will Get You Off
1,How Well Do You Know The Earth
0,"Maliki Pushes for Election Gains, Despite Fears"
0,"After Bailout, British Banks May Get More Billions"
0,US Air Force tests Minuteman III missile
1,These Girls Learned The Hard Way You Should Always Test A DIY Face Mask On Your Hand
1,The One Perk Of Being A Vegetarian That No One Ever Talks About
0,Flood deaths in Brazil rise to 84
1,Sharon Osbourne Tweeted Something Really Weird At Shaquille O'Neal
1,16 Photos From The Delhi Queer Pride Parade That Will Restore Your Faith In Humanity
1,43 Things Everyone Who Grew Up With Disney In The '80s Will Understand
0,"Sports Museum Is Bankrupt, but Battle Is Just Beginning"
0,Unemployment in Spain Reaches 17.4%
0,Red Bulls Stop Slide With Tie Against Sounders
1,Tracy Morgan Receives Standing Ovation At The Emmys After Traumatic Brain Injury
0,Turkish writer Orhan Pamuk receives Nobel Prize
0,Networks Pitch New Schedules in Uncertain Climate
1,I Tried Wedgie Jeans So You Don't Have To
0,Centrica Agrees to Buy Stake in E.D.F.'s British Energy
1,17 Tweets About Being Sick That Will Make You Laugh Then Cough
1,What Should You Name Your New Cat
0,Overpowering Victory for Karlovic in Old-School Style
0,UN plane crashes in Haiti; eleven dead
1,Can We Guess Your Favorite Season Based On What You Like Most
0,New Protections for Transgender Federal Workers
1,9 Confessions That Will Make You Glad You're Single
0,Report says global warming may cause 25m malnourished children by 2050
0,Oil from Gulf spill reaches major current
1,We Need To Talk About How People Are Putting Mint Leaves In Their Coffee
0,"UK ""terror bill"" passed after standoff"
0,Italian police find 24 children living in Rome's sewers
1,"22 Sad, Lonely People Who Don't Even Have A Cat In Their Life"
1,"Meet Ashlee Simpson And Evan Ross' New Baby Girl, Jagger Snow"
0,401 children from Texas sect compound taken into custody
0,Thai PM sues newspaper for 500 million baht
1,This Disney Show For Preschoolers Is Teaching Kids About Consent
0,Worldwide markets fall precipitously
0,Name Hurting Largest Unit of A.I.G.
1,"If The Characters On ""Jessica Jones"" Looked Like They Did In The Comics"
1,"How Well Do You Remember The Lyrics To ""Molly Smiles"" From ""Uptown Girls"""
0,"Sources close to both sides say NHL, NHLPA agree on Salary Cap structure"
0,Preparing for a Flood of Energy Efficiency Spending
0,"With a Swipe at Bush, Obama Acts to Bolster Labor"
0,Is That Plate Speaking for the Driver or the State?
1,Can You Tell Which Lifetime Movie Titles Are Real
0,"Pickens County, South Carolina sheriff refuses to lower US flag to honor Mandela"
1,21 Ridiculously Tasty Treats Made With Baileys Irish Cream
0,"Two explosions in La Paz kill 2, injure 6"
1,Booze Vs. Weed: Which Is Superior
0,"Male Mice Sing to Woo, but the Females Answer Just a First Call"
1,Which Badass Witch Are You Based On Your Birth Month
0,Japanese motorcylist Shoya Tomizawa dies aged 19 after crash in San Marino
1,19 Hilarious Pictures That Accurately Describe What It's Like To Finish A Book
0,'Davos man' versus 'Camp Igloo'; 42nd World Economic Forum convenes in Swiss alps
1,Quick Question: What Are Some Beauty Secrets Your Indian Mum Told You
1,5 Great Books To Read This December
0,Google Book-Scanning Pact to Give Libraries a Say in Price
1,When You're a Dude Who Doesn't Like Watching Sports
0,"Stolen laptop found; had over 98,000 students' personal data"
1,Don't Know If You Should Get The New iPhone? Take This Quiz
0,Former U.S. senator Lloyd Bentsen dies at 85
0,New Military Command for Cyberspace
0,U.S. Pentagon conference says weapons entered Iraq from Iran
1,35 People Who Failed So Hard It's Actually Perfect
1,21 Reasons Daniel Norris Is Absolute Human Perfection
0,Man charged over London bombings
1,31 Books That Will Restore Your Faith In Humanity
1,24 Miss J. Alexander Reaction GIFs For Any Situation
0,University of Alabama football team clinches No. 1 spot in AP poll
1,26 Things French People Find Kind Of Strange About The U.S
1,Literally Just A Bunch Of Funny Tweets About Celine Dion
0,Gun battle between gang members and police kills 12 in Rio de Janeiro
1,People Tried Salmon That Was Cooked In A Dishwasher
0,President Bush defends NSA domestic intercepts
1,This Is How A Rumor That Drake Died Got Started
0,Ethics debate surrounds surgery to stunt disabled girl's growth
1,"Teachers, What's The Best Halloween Costume You've Ever Had"
0,Suspected US drone attack kills at least fourteen in Pakistan
1,A Dog Kept Watch Over Her Trapped Best Friend For A Week Until Help Arrived
1,19 Reasons British Fast Food Is Way Better Than American Fast Food
1,"Don't Body-Shame Ariel Winter, Because She Will Clap Back"
0,The Biggest of Puzzles Brought Down to Size
0,Democrats ask GAO for election review
1,23 Annoying Things That Will Happen For The Rest Of Your Life
0,CBC service returns to normal tomorrow
1,This Woman Wore A Patriotic Hijab On Fox News And People Are Freaking Out
0,"Kevin Duckworth, former NBA All-star and Trail Blazer dies age 44"
1,This Mumbai Musician's New Song Will Be Your New Favourite Jam
1,An 89-Year-Old Man Tried Stand-Up Comedy For The First Time And Smashed It
1,"17 Outrageosly Funny ""Cards Against Humanity"" Combinations"
1,27 Wonderfully Geeky Products You Never Knew Your Kitchen Needed
0,"US Senators, EU voice support for Iran sanctions"
0,American War Hero congressman wants U.S. troops out of Iraq soon
0,At least nineteen dead after suicide bomb blast in Pakistan
0,Taking Long View on Pay at Banks
1,There's A Lot Missing From Johnny Depp And Tom Hardy's Gangster Movies
1,Long Distance Best Friends
0,Roadside bombs kill two British soldiers in Afghanistan
0,Trying to Limit Disclosure on Explosion
1,21 Secrets McDonald's Employees Won't Tell You About
1,"Weird Ways Guys Say ""I Love You"""
0,Kanchi Shankaracharya Jayendra Saraswathi in custody
0,Porsche Looks at Restructuring VW Relationship
1,Which Of The Pope's Hot Tracks Will Be Your Fall Anthem
0,"Underwater volcano causes 3,300 ft column of steam"
1,How Many Of These Google Search Tricks Did You Know
0,Sydney Swans win AFL premiership after 72 years in classic match
0,"Wikimedia, IWF respond to block of Wikipedia over child pornography allegations"
1,Millennials At Work: Expectations Vs. Reality
1,19 Movie Posters Significantly Improved By Amazon Reviews
1,Here Are The Biggest Moments On Twitter From 2015
1,Americans Guess German Curse Words
0,Overhaul of Florida Voting Rules Is Proposed
1,17 Amazing Apps For People Recovering From An Eating Disorder
1,17 Things You Should Know Before Going Vegan
0,Blog Geared to Women Yields New Site for Slate
1,We Know Your Favorite Animal Based On Your Favorite Colors
0,"With First Fan in Attendance, Wizards Top Bulls"
0,"2008 Google Developer Day starts from Yokohama, Japan"
1,19 Words That Mean Something Completely Different When You're Obsessed With Makeup
0,Winter wonderland: the recent U.S. blizzard in photos
0,300 Laid Off at Sears
1,When A Man Couldn't Feed Himself At McDonald's An Employee Did The Most Awesome Thing
0,MSN browser upgrade leaves users frozen
0,New cave opens to the public in Indiana
1,14 Green Smoothies For People Who Can Still Taste The Kale
1,Your Life In Numbers
0,Televisión Nacional de Chile acknowledges 'error' for using 'hooded delinquent' videos in news programme
1,Can You Identify The 2015 Music Video By Its YouTube Comment
0,Golf Balls to Fit Any Hole or Budget
1,Here's Where You Should Be Shopping If You Love Victoria's Secret
1,"The ""Fantastic Beasts"" Teaser Trailer Has Finally Arrived"
1,"9 ""Ugly"" Animals Going Extinct That Need Love Too"
0,"A Madoff Cookbook Has a Secret, Too"
0,Kenyan government and opposition agree on power sharing
1,Who Should Be Your Celebrity Sugar Daddy
0,Coroner Adds to Questions in Italy Murder Case
1,Here's What Iconic Movie Posters Looks Like Without Their Words
1,What's The Funniest Yik Yak Post You've Seen This Year
0,"'Poetry lost': rude rhyme rediscovered, attributed to John Milton"
0,BBC broadcasts first live episode of EastEnders
0,Rickey Henderson and Jim Rice Elected to Hall of Fame
1,Andy Garcia Has Committed To A Full Beard
0,Four young girls killed in Zambia wall collapse
1,Lisa Frank Illustrations Used To Outline The Pointlessness Of It All
0,Danish PM pushes for new referendum on euro
