label,data
1,"as the police try to piece together what happened , the convoluted relationship between a young woman and her two suitors gradually emerges . "
0,"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative . "
0,"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast . "
1,"given their jaded and precocious sophistication , is there anything the girls can look forward to ? "
0,an experience so engrossing it is like being buried in a new environment . 
1,would anyone believe mary and joe's claim to abstinence ? 
0,some remarkable achival film about how shanghai ( of all places ) served jews who escaped the holocaust . 
1,he feels he is only an instrument of their greed . 
0,cho's fans are sure to be entertained ; it's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i'm not one of them . 
0,"this documentary by stacy peralta makes a convincing case on behalf of skateboarding , of all things , as a catalyst for this change , and for some delinquent youths in a derelict los angeles neighborhood as its agents . "
0,"for the first time in several years , mr . allen has surpassed himself with the magic he's spun with the hollywood empress of ms . leoni's ellie . "
1,"she survives and after being in a coma for five years , she wakes to seek revenge on her co-workers and boss who had attacked her . "
1,the cia wants the twin to finish a project his brother was working on . 
1,"a number of new allies join with aragorn , gimli , legolas , pippin and merry . "
1,"new hampshire , 1972 : will murphy , fledgling restaurant mogul , amateur lounge singer and go-go bar owner is stumbling after his own version of the american dream . "
0,"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music . "
1,"is the history of two workers of the trains , a professor and a little child that decide to sequester an old train that has been sold to usa for a movie production . "
0,"wes craven's presence is felt ; not the craven of 'a nightmare on elm street' or 'the hills have eyes , ' but the sad schlock merchant of 'deadly friend . '"
1,"of course , deeds' sincere naivet&#233 ; has babe falling in love with him instead . "
1,"and while ingrid's gift is to give astrid the power to survive , astrid's gift is to teach her mother about love . "
0,it might be the first sci-fi comedy that could benefit from a three's company-style laugh track . 
1,"mystery inc . ( daphne , fred , velma , shaggy , and scooby doo ) has broken up ; on the grounds of who has been solving their cases . "
1,"based on the edgar allen poe short story , "" the facts in the case of m . valdemar , "" comedy revolves around a doctor who convinces a dying man's family to allow him to put the man in a trance as he takes his final breaths . "
1,the unexpected result demonstrates ignored wills do not remain invisible forever . 
1,"in this racially-charged climate , the lapd's elite special investigations squad ( sis ) is assigned a high-profile quadruple homicide . "
1,a seasoned call girl is offered a way out of the business if she uncovers a blackmail ring in a house of prostitution . 
0,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american . "
0,it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one . 
1,"the aftermath of a high school shooting leaves deanna cartwright ( erika christensen ) seriously wounded and nine others dead , including the perpetrator . "
1,"mo is beautiful but bald , mei has excessive body hair ( that somehow resulted from a sexual assault ) , hung has a large red birthmark on her face , and pao has abnormally small eyes . "
1,"in this action-comedy , four twenty-something friends are looking for love and having no luck . "
1,"within the drama , another of the principal persons is a corrupt cia agent sands who at that time , demands retribution from his worst enemy in order to carry out the drug lord's uprising against the government . "
0,the movie eventually snaps under the strain of its plot contrivances and its need to reassure . 
1,boon hock comes from a low-income family and needs to balance school and helping out at the food stall . 
1,carol miller is a psychologist with a dark secret . 
1,will lightman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold . 
1,"jimmy tong ( chan ) is just a lowly chauffeur for millionaire clark devlin ( isaacs ) , until devlin has an accident that puts him in the hospital . "
1,"soon , against his own expectations and the scorn of his friends , landon finds himself falling in love with this outwardly plain girl who possesses a passion for life he never imagined possible . "
0,"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! "
0,"just like hearst's enormous yacht , it's slow and unwieldy and takes a long time to reach its destination . "
0,the longer one watches this determinedly ragged portrait of blue-collar teenage desperation . . . the more one gets absorbed in the utter unbridled nihilism of its 'characters . '
1,"his motives are plain and simple , to meet a woman . "
1,"in order to preserve her art and also herself , beyond death , for all posterity , she has herself cloned . "
0,the success of undercover brother is found in its ability to spoof both black and white stereotypes equally . 
1,jamie lee curtis ( true lies ) and lindsay lohan ( the parent trap ) star in the remake of the 1976 disney classic freaky friday . 
1,"on scene is a famous greek actress , marina , who is to play the main role , a character based on the life of lilly , a woman from athens who played an outstanding role in the resistance , but later arrested by the bureau of security police , a notorious torture center . "
1,"the more dreams max has , the closer the fbi are in tracking down the kidnapper , but also as the case continues max discoveres the lies , corruption , and deceit of the government . "
1,"they've all got midlife crises : clownish beav has love problems ; the intellectual shrink , henry , is slowly succumbing to the siren song of suicide ; pete is losing a war with beer ; jonesy has had weird premonitions ever since he got hit by a car . "
0,"if . . . you're the adventurous sort , check it out . "
0,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . "
0,"what we have here is an examination of fathers , sons and sibling rivalry - squared and sideways"
0,"julie davis is the kathie lee gifford of film directors , sadly proving once again ego doesn't always go hand in hand with talent . "
0,"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness . "
1,but nobody figured sam decker and his juvenile delinquents into the equation . 
1,"instead of admitting his guilt , the detective is given an unexpected alibi , but this "" solution "" only multiplies the emotional complexity and guilt over his partner's death . "
1,"by the end , it becomes clear that the patient is the woman in the story and the narrator is her suitor . "
0,"a committed , intelligent and fascinating piece of work with no irony about it . "
1,jacki resolves to play this one last gig and then throw in the towel if she does not find success . 
0,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace . 
0,"as it abruptly crosscuts among the five friends , it fails to lend the characters' individual stories enough dramatic resonance to make us care about them . "
0,a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family . 
1,"as the investigation continues , catherine is forced to choose between her past passions and new possibilities , even as handler is discovering surprising new facts about embry and his possible connection to another disappearance from campus . "
1,"privileged and popular , deanna differs dramatically from the alienated alicia . "
0,"taken outside the context of the current political climate ( see : terrorists are more evil than ever ! ) , the sum of all fears is simply a well-made and satisfying thriller . "
0,an unsentimental albeit heartfelt eulogy to the firefighters who paid the ultimate price while saving new yorkers . 
0,a moving and weighty depiction of one family's attempts to heal after the death of a child . 
0,"an impossible romance , but we root for the patronized iranian lad . "
1,"a love triangle forms , with rachael , the least interested and keen to leave , but clues to her mothers whereabouts appear , as do her own problems which both rafe and matt wish to help with . "
1,"but sue , angry and feeling abandoned by lynn , decides to carry out the killing herself . "
0,"movie fans , get ready to take off . . . the other direction . "
0,it's both a necessary political work and a fascinating documentary . . . 
1,"they lead a boring and unattractive life , until the day durval hires a maid , celia , to help his mother with the housekeeping . "
0,"sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood . "
1,things go from bad to worse for the drummer when it comes to his attention that he is being hunted down for execution as a deserter . 
1,how do a man who has never loved and a woman who refused to ever love again deal with the fact that they are meant to be together ? 
0,"ararat is among the director's best work , a rendering of the past that offers hope for the future . "
0,this is a happy throwback to the time when cartoons were cinema's most idiosyncratic form instead of one of its most predictable . 
0,"its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy . "
0,greg kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . 
0,empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either . 
0,viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it . 
0,"the mood , look and tone of the film fit the incredible storyline to a t . "
1,"they grew up sharing a special relationship , in which they existed only to each other . "
0,"certainly no biopic , nijinsky is short on facts , but long on expression . "
0,"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . "
0,"if ever a concept came handed down from the movie gods on a silver platter , this is it . if ever such a dependable concept was botched in execution , this is it . "
1,"when algren is injuried and captured by the samurai , learns about their warrior honor code from katsumoto , the samurai&#180 ; s leader and decide which side of the conflict he wants to be on . . . "
0,an undistinguished attempt to make a classic theater piece cinematic . 
0,august -- a pupil of ingmar bergman's -- manages to tell a tragic tale while avoiding the heavy-laden angst of a bergman film . 
1,"although they have fallen into a habitual rivalry based on a cause long forgotten , the pair unite when the multinational fast-food outlet "" burgies "" unveils a new store directly opposite the twin fish &#38 ; chips shops . "
0,"'divertida , enternecedora , universal y profundamente sincera , es una de las mejores comedias románticas en mucho tiempo . una verdadera delicia . '"
0,this is a heartfelt mea culpa -- which gives paid in full much of its unexpected emotional power . 
1,"but when charlie sees mallory with her new boyfriend , curtis , charlie realizes he's been replaced . "
0,"in this vivid , emotionally complex ensemble piece , korean writer-director jeong jae-eun portrays this extraordinary turning point in every woman's life . "
0,"will give many ministers and bible-study groups hours of material to discuss . but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted . "
0,"contrived , maudlin and cliche-ridden . . . if this sappy script was the best the contest received , those rejected must have been astronomically bad . "
1,"the story is set in a place called attic town , where the great syndicate robs and kills anyone who stands in their way . "
0,"i'm sure the filmmaker would disagree , but , honestly , i don't see the point . it's a visual rorschach test and i must have failed . "
1,"in order to protect his sister , eddie - disabled , betrayed and alone - journeys into the heart of his own darkness : where he discovers that the reason for his ordeal lies in his own past sins and those of his adversary charlie strom . "
0,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket . "
0,dares to look conventional hollywood wisdom in the eye and refuses to blink
1,but the record industry has passed them by^&#197 ; so has the general public whose musical tastes are continually changing . 
0,the film is almost eerily calm and refuses to take sides . but that lets its insights penetrate all the deeper . 
1,"in prospect bay , a remote outpost on the south australian coast , two communities , the goonyas ( whites ) and the nungas ( blacks ) , come together on the one field they have in common , the football field . "
1,"personal tragedies , however , threaten to rip the band apart , rocking the foundation of friendship and trust the women have built together . "
0,"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is . "
0,"i basically went in expecting garbage , but color me surprised when it actually turned out to be quite funny ! "
0,turns out to be much more complex than the originally released gem . 
1,they lie in bed but all his advances are instantly rejected by a progressively more nervous ana . 
0,"sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely . "
0,"this epic film , eschewing dialogue and conventional narrative logic , tells a gripping tale of biological drama through a highly improbable series of evocative images , superb acting and editing , and haunting music . "
0,"the last kiss , a crowd-pleaser in the deepest sense , mixes heartbreak and happiness together until you don't even want to see them apart . "
1,"neither of them seem able to disrupt or end their oddly comforting , creepy codependent relationship . "
0,a shrewd and splendidly volatile b movie structured around a highly original gambit of suspense . 
0,the emotional overload of female angst irreparably drags the film down . 
0,a crisply made movie that is no more than mildly amusing . 
0,forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore . 
1,"anton jackson is an african-american man who seems harmless enough on the surface , but is a secret agent in the all-black brotherhood , an entity that levels the playing field against the all-white establishment . "
0,"sean penn , you owe nicolas cage an apology . "
0,"[davis] has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . "
0,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed . "
1,"what begins as a friendly 'extreme' week long camping trip goes from a warm 'big chill' into a chilling 'deliverance' as old wounds unsurface , passions rise and personalities unravel . "
1,"at the same time , two hitmen wants get him wacked . "
0,"this insufferable movie is meant to make you think about existential suffering . instead , it'll only put you to sleep . "
1,the film's fly-on-the-wall technique succeeds in capturing the day-to-day existence of sister helen and the various residents of the home . 
0,"fragmented , elliptical and overplotted to the point of being hard to track . still , it's worth hanging in for the finish . . . [when] soderbergh pulls off a delicious trick , a gesture of pure , tender , unabashed movie love that makes up for everything . "
1,her paranoia seeps insidiously into her newfound fantasy life and overwhelms it - destroying everything in its wake . 
0,"director hoffman , his writer and kline's agent should serve detention"
1,and what dark secret does the house harbour that leaves them feeling as though they're being watched by more than just a million pairs of eyes ? 
1,"she doesn't want christina to suffer as she has , so sam goes to the edge to try to save the life of this lost girl - whether she wants to be saved or not . "
0,"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't really one of resources . "
0,"as adapted by kevin molony from simon leys' novel "" the death of napoleon "" and directed by alan taylor , napoleon's journey is interesting but his parisian rebirth is stillborn"
1,"the night of graduation , they open the box and they strike up a conversation . "
1,"befriended by the ship's charismatic cyborg cook , john silver , jim blossoms under his guidance and shows the makings of a fine shipmate as he and the alien crew battle a supernova , a black hole , and a ferocious space storm . "
1,"but will's hope of a continued bachelorhood is interrupted when he meets 12-year old marcus , in many ways his complete opposite . "
1," "" the institute "" is also for the once-famous , who , having bottomed out , also have no where else to turn but brookdale . "
0,"slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption . "
1,the detective maud graham hides her sensibility behind the image of a strong and independant woman . 
0,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year . 
1,"but our wet hero isn't dead , and soon finds himself in zurich . "
0,even accepting this in the right frame of mind can only provide it with so much leniency . 
1,the republic of vermont lasted from 1777-1791 when it became the 14th state . 
1,"crime can most certainly pay , if you "" know wot i mean ? "" "
1,fay is his total opposite ; her romantic ideal has not yet been attained and is unlikely ever to be due to her impossibly high expectations as a result of living with the perfection that is her parents' rock solid marriage . 
0,"boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect . "
1,"with billy badly wounded , hotly pursued by a determined sheriff , the gang makes an unexpected and unwelcome visit . "
0,"one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him . "
1,"complicating matters further is the fact that commitment-shy dex unexpectedly meets marcia , the girl of his dreams . "
1,four friends journey dow life's paths to find out whether god or society has the right to decide the good or the evil . 
0,"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ? "
0,'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . '
1,"quebec bill bonhomme , a hardy schemer and indefatigable optimist , tries desperate to raise money to preserve his endangered herd through the rapidly approaching winter . "
0,"drags along in a dazed and enervated , drenched-in-the- past numbness . "
0,"it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure . "
1,"carlos works in the east village as an inker of comics , but is developing his own project he hopes to sell to a well-known publisher . "
1,"two brothers inherit an old , broken down carousel on an abandoned boardwalk in new jersey . "
0," . it's a testament to the film's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled delight in the way the story unfurls . . . "
1,"on earth , a scientist struggling with writing the definitive paper on the scientific concept fails to notice more obvious issues in his personal life . "
0,"stealing harvard is evidence that the farrelly bros . -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green's half-hearted movie career . "
0,glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel . 
1,"but when the teenager decides to invite a 12-year-old boy who is running away from home , maud is near illegality . "
1,"in an alternate space and time , a mythological being called the guardian is charged with manipulating and protecting dark matter . "
0,it's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland . 
0,"the biggest problem i have ( other than the very sluggish pace ) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing . "
0,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . "
0,"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable . "
1,"one by one , his friends are deserting his annual pilgrimage to the wisconsin state high school hockey tournament , forcing him to confront some harsh truths about his bizarre obsession . "
1,"during his tenure , he was responsible for such revolutionary films as the godfather , rosemary's baby , love story , the odd couple , harold and maude and chinatown . "
1,"after finishing the open examination for form 5 students and applying for an adult identity card , yoyo , eighteen , departs for london to meet a guy introduced by her well-meaning parents in britain . "
0,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . "
0,"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie"
1,"but when de niro finds out the woman has been targeted for murder , he and his agoraphobic roommate are forced to leave the apartment ( after six years ) to save her life . "
1,his loyal assistant is killed and he is framed with the evidence at the chinese border by the chinese military and u . s . drug enforcement agency . 
1,it is a dark comedy that challenges the traditional ideas of marriage and questions the societal values of money and sex . 
0,"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . "
0,"alternately hilarious and sad , aggravating and soulful , scathing and joyous . it's a masterpeice . "
0,"there's no real reason to see it , and no real reason not to . "
0,the cumulative effect of the movie is repulsive and depressing . 
0,"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities . "
1,"but a fictitious geoffrey buonardi , with the same paintings and an inventive back story , can become the darling of the art world . "
0,"though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting . "
1,he has already written the script but does not have the means of financing his project . 
0,the cast is so low-wattage that none of the characters comes off as big . . . and the setting remains indistinct . 
1,subconscious art : a product of artistic merit that was created without conscious artistic intentions . 
0,"an uncluttered , resonant gem that relays its universal points without lectures or confrontations . "
1,"upon sighting a small , previously not there , diner , he pulls in to find help . "
1,a greek film maker ( the narrator ) has his film banned by the military government in his own country . 
0,"the film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from paul's perspective . "
0,"a twisted collision of "" barney "" "" the fisher king "" and "" serpico . "" "
1,"his attention settles on alicia browning ( busy philipps ) , a darkly troubled outsider who , as the only person present throughout the entire incident , is both the key witness and a possible suspect . "
1,"thomas , the studious and responsible brother , creates a better life for himself through education and hard , honest work . "
1,"the pair wave farewell in the airport and yoyo returns to hong kong to further her studies , while cheung continues to write his unfinished dissertation . "
0,"filmmakers david weissman and bill weber benefit enormously from the cockettes' camera craziness -- not only did they film performances , but they did the same at home . "
1,america's best player is being pulled in to the ultimate cyber-terror . 
1,"believing himself capable of understanding people from the other side of the track , michael fails to recognize that the ex-con is manipulating him and so sets off a catastrophic chain of events in the community . "
0,"offers a pleasant , challenging and quirky puzzle well worth working out . "
0,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard's finest work . "
0,"hoffman's unfettered performance beautifully captures wilson's sad , manic quality . "
0,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance . "
0,"bernal . . . gives an ambiguous performance ; he's a lightweight actor , but that's a positive quality when portraying a man on whom nothing leaves a permanent mark . "
0,"while some of the subplots are very sketchy and the motivations of some of the characters are not clear , it is a journey worth taking because of the wondrous imagery . "
1,"after letting his screenwriting software sit on his shelf for three years , he finally has the big idea that inspires him to load screenwriter 4 . 0 and get writing . "
0,"a much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian english title would have you believe . "
1,"nothing is what it seems , and no one will be the same again , as the truth begins to surface in very dangerous circumstances . "
1,"whenever the victim watches it , the phone rings , telling them they have only one week to live . "
1,"while on a ski trip , one of them finds passion with a beautiful girl after a random accident on the icy slopes . "
0,has a shambling charm . . . a cheerfully inconsequential diversion . 
0,"it doesn't seem like it's following a fixed path to the finish . unlike so many movies , it feels alive . "
0,"miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet . "
1,"after battling an attack by robbers with her amazing martial arts skills , she tells yan her family's history . "
1,"on returning to england , george heads north where he's heard the land is good and the population sparse and of a kindly king named edgaar . "
1,rowan plays the eponymous lead character in a spoof spy thriller . 
1,the story follows a visit to bobby by his mother . 
0,"has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups . "
1,"his best friend , nick , tries his best to help charlie out . "
0,"mike leigh mainstay timothy spall deftly shades in the designated goner , fellow still crazy alum bill nighy is sweetly wispy as the capable fop , and anger-management counselor olivia williams trembles pleasantly as usual . "
0,"it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film . "
1,vijay singh rajput ( amitabh bachchan ) is a quirky manager of vilasrao jefferson bank . 
0,"the problem is that rather than dramatizing this premise , mr . desplechin is content to state it . "
0,"fine acting but there is no sense of connecting the dots , just dots . "
1,"lightbulbs , fire , barbed wire , mousetraps , staple guns , thumbtacks and glass are weapons of choice in the backyard . "
1,"however , as ancanar grew into manhood , he became restless . "
0,more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat . 
0,it's simply delightful to watch an actor like michel serrault do his stuff . 
0,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . "
0,"not a film to rival to live , but a fine little amuse-bouche to keep your appetite whetted . "
0,"a sweet , engaging family story about the nature of faith and the power of youthful innocence . "
0,"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . "
0,"this is a poster movie , a mediocre tribute to films like them ! "
0,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 . "
1,is the story of eight very different people who go on a catalogue modeling trip from sophisticated los angeles to the remote mountains of california . 
1,"with no money , patricia adventurously travels cross-country , fights hunger and rape-attemps . "
1,"special agent rachel anderson is charged with protecting a key witness , richard harper . "
0,"frank capra played this story straight . but the 2002 film doesn't really believe in it , and breaks the mood with absurdly inappropriate 'comedy' scenes . "
0,"the actors are simply too good , and the story too intriguing , for technical flaws to get in the way . "
0,a film about a young man finding god that is accessible and touching to the marrow . 
0,some of the most inventive silliness you are likely to witness in a movie theatre for some time . 
0,"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art . "
1,but even greater dangers lie ahead when jim discovers that his trusted friend silver is actually a scheming pirate with mutiny on his mind . 
0,"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center . "
1,"they go over less well with tom donnerel , a young farmer and carrie's fianc&#233 ; . "
0,"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . "
0,"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one . "
0,the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . 
0,comes off like a bad imitation of the bard . 
1,"in their late twenties and tired of partying their way around the world , danish marie and irish sophie come ashore in northern scotland . "
0,secretary is not a movie about fetishism . it is a movie about passion . 
1,a team of professional thieves are hired to rob a jewelry exchange . 
0,"finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original . "
0,"it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound . "
0,"ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with . "
0,"this is a stunning film , a one-of-a-kind tour de force . "
1,the small daily routines of everyday life are not as clear and obvious as one might think . 
0,mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness . 
1,"set against the picturesque landscape of the mississippi delta in the 1940's , "" the rising place "" follows the close friendship of two young women , each of a different race , and their struggle to find purpose in their lives during this time of social injustice and world war . "
0,the master of disguise represents adam sandler's latest attempt to dumb down the universe . 
0,it's filthy . it's sexist . and it's hilarious for adult audiences who appreciate lawrence's raunchy approach and perfect timing . 
0,"ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout  and meat loaf explodes . "
0,about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream . 
0,"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken . "
0,"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other . "
0,"a haunting , rich film . . . [fraser] and caine blend beautifully with their sweet-and-sour mix of acting . "
0,"despite the film's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character's gripping humanity . "
1,"a few years later , tragedy struck her , first a fire in her house which caused her to not be able to go into any type of light , and then she was hanged . "
0,"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two . "
1,"just on the other side of thirty , dave is an unemployed sculptor clumsily going nowhere in a small town . "
0,"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery"
0,"for all its alleged youthful fire , xxx is no less subservient to bond's tired formula of guns , girls and gadgets while brandishing a new action hero . "
1,"when his only friend and co-worker dies , a young man born with dwarfism moves to an abandoned train depot in rural new jersey . "
1,arcangel gets a message from his brother telling that their father is very sick . 
1,"a story of love and enchantment set in the coldest of winters , it explores the issues , dilemmas and barriers facing the lucky and unlucky in love in the 21st century , based on the novel of the same name by pullitzer prize-winning author carol shields . "
1,"their marriage turns into a downward spiral where she works at a local strip club and starts having an affair with her husbands best friend , freddy . "
1,"set in the early 1970's , this is the tale of a young man whose fiancee has been killed , but who finds himself falling for another woman even while he is still living with his fiancee's grieving parents and being drawn into the legal battle to bring her killer to justice . "
0,"the cynicism is colossal , the casting superb : norton may be the only actor alive who could pull off a character like sherman , without making him either an idiot or a parody . "
0,"by the time its otherwise paint-by-numbers story reaches a finale , drumline has made band seem cool -- no small feat in the wake of american pie 2 . "
0,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . 
0,"[w]hile long on amiable monkeys and worthy environmentalism , jane goodall's wild chimpanzees is short on the thrills the oversize medium demands . "
0,"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole . "
0,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge . "
0,"overall , this is a juicy movie but certainly not a trashy one . "
1,"while it hasn't always been smooth sailing , they've ridden out the rough spots with humor , passion , and wisdom , redefining and reinventing their own version of "" family values . "" "
0,"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit . "
0,it's very thoughtful and it's the kind of movie you have to discuss afterwards . 
0,seldom has a movie so closely matched the spirit of a man and his work . 
0,"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the "" webcast . "" "
0,"it's the extra layer that makes this one , the movie's understanding of how disillusion and inner compromise can gradually separate a young artist from his divine spark . "
1,the only way to be victorious is one must destroy the other . 
0,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . "
0,oh come on . like you couldn't smell this turkey rotting from miles away . 
0,"they're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood . "
0,"kitchen scenes playing as obvious and light-hearted metaphors for states of mind and relationships , mostly martha leaves a few elements hanging that it probably should have tidied . "
1,"a frustrated businessman , jeffery goldman ( john pankow ) tries to end his hopeless marriage to wife , ellen ( rebecca pidgeon ) by asking his local rabbi ( eli wallach ) to place a curse on her . "
1,"the murdered psychiatrist's former boyfriend quickly becomes the prime suspect , a fanatical character named choi . "
1,"set in a future britain , this black comedy revolves around one day in the life of a drug dealer . "
1,"like carlos and mickey , sean and eddie are best friends . "
0,how inept is serving sara ? it makes even elizabeth hurley seem graceless and ugly . 
1,"sam and ash become good friends as they fight to save celebi from the new team rocket villain , the iron-masked marauder and his darkball , which turns pok&#233 ; mon evil and augments their powers to the maximum . "
0,"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally . "
0,"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this . "
0,it is best appreciated as an immersion in a three-dimensional toyland outfitted with enough whimsical gadgetry to fill a thousand playrooms . 
1,"that's when she meets luke , a mysterious smooth-talking writer who opens her eyes to the world , prompting her to take a long look at the life she's chosen for herself . "
1,"with his signature sense of angry humour , activist filmmaker michael moore sets out to explore the roots of this bloodshed . "
